trajectory_id,base_seed,family,class,sigma,stride,degree,metric,split,cache_path
A_ramp_1008_sigma0,1008,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1008/sigma0/stride1
A_ramp_1008_sigma50,1008,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1008/sigma50/stride1
A_ramp_1009_sigma0,1009,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1009/sigma0/stride1
A_ramp_1009_sigma50,1009,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1009/sigma50/stride1
A_ramp_1010_sigma0,1010,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1010/sigma0/stride1
A_ramp_1010_sigma50,1010,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1010/sigma50/stride1
A_ramp_1011_sigma0,1011,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1011/sigma0/stride1
A_ramp_1011_sigma50,1011,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1011/sigma50/stride1
A_ramp_1012_sigma0,1012,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1012/sigma0/stride1
A_ramp_1012_sigma50,1012,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1012/sigma50/stride1
A_ramp_1013_sigma0,1013,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1013/sigma0/stride1
A_ramp_1013_sigma50,1013,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1013/sigma50/stride1
A_ramp_1014_sigma0,1014,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1014/sigma0/stride1
A_ramp_1014_sigma50,1014,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1014/sigma50/stride1
A_ramp_1015_sigma0,1015,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1015/sigma0/stride1
A_ramp_1015_sigma50,1015,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1015/sigma50/stride1
A_ramp_1016_sigma0,1016,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1016/sigma0/stride1
A_ramp_1016_sigma50,1016,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1016/sigma50/stride1
A_ramp_1017_sigma0,1017,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1017/sigma0/stride1
A_ramp_1017_sigma50,1017,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1017/sigma50/stride1
A_ramp_1018_sigma0,1018,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1018/sigma0/stride1
A_ramp_1018_sigma50,1018,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1018/sigma50/stride1
A_ramp_1019_sigma0,1019,A,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1019/sigma0/stride1
A_ramp_1019_sigma50,1019,A,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/ramp/1019/sigma50/stride1
A_return_1000_sigma0,1000,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1000/sigma0/stride1
A_return_1000_sigma50,1000,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1000/sigma50/stride1
A_return_1001_sigma0,1001,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1001/sigma0/stride1
A_return_1001_sigma50,1001,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1001/sigma50/stride1
A_return_1002_sigma0,1002,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1002/sigma0/stride1
A_return_1002_sigma50,1002,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1002/sigma50/stride1
A_return_1003_sigma0,1003,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1003/sigma0/stride1
A_return_1003_sigma50,1003,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1003/sigma50/stride1
A_return_1004_sigma0,1004,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1004/sigma0/stride1
A_return_1004_sigma50,1004,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1004/sigma50/stride1
A_return_1005_sigma0,1005,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1005/sigma0/stride1
A_return_1005_sigma50,1005,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1005/sigma50/stride1
A_return_1006_sigma0,1006,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1006/sigma0/stride1
A_return_1006_sigma50,1006,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1006/sigma50/stride1
A_return_1007_sigma0,1007,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1007/sigma0/stride1
A_return_1007_sigma50,1007,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1007/sigma50/stride1
A_return_1008_sigma0,1008,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1008/sigma0/stride1
A_return_1008_sigma50,1008,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1008/sigma50/stride1
A_return_1009_sigma0,1009,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1009/sigma0/stride1
A_return_1009_sigma50,1009,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1009/sigma50/stride1
A_return_1010_sigma0,1010,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1010/sigma0/stride1
A_return_1010_sigma50,1010,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1010/sigma50/stride1
A_return_1011_sigma0,1011,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1011/sigma0/stride1
A_return_1011_sigma50,1011,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1011/sigma50/stride1
A_return_1012_sigma0,1012,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1012/sigma0/stride1
A_return_1012_sigma50,1012,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1012/sigma50/stride1
A_return_1013_sigma0,1013,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1013/sigma0/stride1
A_return_1013_sigma50,1013,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1013/sigma50/stride1
A_return_1014_sigma0,1014,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1014/sigma0/stride1
A_return_1014_sigma50,1014,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1014/sigma50/stride1
A_return_1015_sigma0,1015,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1015/sigma0/stride1
A_return_1015_sigma50,1015,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1015/sigma50/stride1
A_return_1016_sigma0,1016,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1016/sigma0/stride1
A_return_1016_sigma50,1016,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1016/sigma50/stride1
A_return_1017_sigma0,1017,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1017/sigma0/stride1
A_return_1017_sigma50,1017,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1017/sigma50/stride1
A_return_1018_sigma0,1018,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1018/sigma0/stride1
A_return_1018_sigma50,1018,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1018/sigma50/stride1
A_return_1019_sigma0,1019,A,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1019/sigma0/stride1
A_return_1019_sigma50,1019,A,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/A/return/1019/sigma50/stride1
B_jump_1000_sigma0,1000,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1000/sigma0/stride1
B_jump_1000_sigma50,1000,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1000/sigma50/stride1
B_jump_1001_sigma0,1001,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1001/sigma0/stride1
B_jump_1001_sigma50,1001,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1001/sigma50/stride1
B_jump_1002_sigma0,1002,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1002/sigma0/stride1
B_jump_1002_sigma50,1002,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1002/sigma50/stride1
B_jump_1003_sigma0,1003,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1003/sigma0/stride1
B_jump_1003_sigma50,1003,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1003/sigma50/stride1
B_jump_1004_sigma0,1004,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1004/sigma0/stride1
B_jump_1004_sigma50,1004,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1004/sigma50/stride1
B_jump_1005_sigma0,1005,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1005/sigma0/stride1
B_jump_1005_sigma50,1005,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1005/sigma50/stride1
B_jump_1006_sigma0,1006,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1006/sigma0/stride1
B_jump_1006_sigma50,1006,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1006/sigma50/stride1
B_jump_1007_sigma0,1007,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1007/sigma0/stride1
B_jump_1007_sigma50,1007,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1007/sigma50/stride1
B_jump_1008_sigma0,1008,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1008/sigma0/stride1
B_jump_1008_sigma50,1008,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1008/sigma50/stride1
B_jump_1009_sigma0,1009,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1009/sigma0/stride1
B_jump_1009_sigma50,1009,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1009/sigma50/stride1
B_jump_1010_sigma0,1010,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1010/sigma0/stride1
B_jump_1010_sigma50,1010,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1010/sigma50/stride1
B_jump_1011_sigma0,1011,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1011/sigma0/stride1
B_jump_1011_sigma50,1011,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1011/sigma50/stride1
B_jump_1012_sigma0,1012,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1012/sigma0/stride1
B_jump_1012_sigma50,1012,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1012/sigma50/stride1
B_jump_1013_sigma0,1013,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1013/sigma0/stride1
B_jump_1013_sigma50,1013,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1013/sigma50/stride1
B_jump_1014_sigma0,1014,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1014/sigma0/stride1
B_jump_1014_sigma50,1014,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1014/sigma50/stride1
B_jump_1015_sigma0,1015,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1015/sigma0/stride1
B_jump_1015_sigma50,1015,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1015/sigma50/stride1
B_jump_1016_sigma0,1016,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1016/sigma0/stride1
B_jump_1016_sigma50,1016,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1016/sigma50/stride1
B_jump_1017_sigma0,1017,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1017/sigma0/stride1
B_jump_1017_sigma50,1017,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1017/sigma50/stride1
B_jump_1018_sigma0,1018,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1018/sigma0/stride1
B_jump_1018_sigma50,1018,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1018/sigma50/stride1
B_jump_1019_sigma0,1019,B,jump,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1019/sigma0/stride1
B_jump_1019_sigma50,1019,B,jump,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/jump/1019/sigma50/stride1
B_ramp_1000_sigma0,1000,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1000/sigma0/stride1
B_ramp_1000_sigma50,1000,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1000/sigma50/stride1
B_ramp_1001_sigma0,1001,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1001/sigma0/stride1
B_ramp_1001_sigma50,1001,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1001/sigma50/stride1
B_ramp_1002_sigma0,1002,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1002/sigma0/stride1
B_ramp_1002_sigma50,1002,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1002/sigma50/stride1
B_ramp_1003_sigma0,1003,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1003/sigma0/stride1
B_ramp_1003_sigma50,1003,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1003/sigma50/stride1
B_ramp_1004_sigma0,1004,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1004/sigma0/stride1
B_ramp_1004_sigma50,1004,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1004/sigma50/stride1
B_ramp_1005_sigma0,1005,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1005/sigma0/stride1
B_ramp_1005_sigma50,1005,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1005/sigma50/stride1
B_ramp_1006_sigma0,1006,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1006/sigma0/stride1
B_ramp_1006_sigma50,1006,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1006/sigma50/stride1
B_ramp_1007_sigma0,1007,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1007/sigma0/stride1
B_ramp_1007_sigma50,1007,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1007/sigma50/stride1
B_ramp_1008_sigma0,1008,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1008/sigma0/stride1
B_ramp_1008_sigma50,1008,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1008/sigma50/stride1
B_ramp_1009_sigma0,1009,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1009/sigma0/stride1
B_ramp_1009_sigma50,1009,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1009/sigma50/stride1
B_ramp_1010_sigma0,1010,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1010/sigma0/stride1
B_ramp_1010_sigma50,1010,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1010/sigma50/stride1
B_ramp_1011_sigma0,1011,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1011/sigma0/stride1
B_ramp_1011_sigma50,1011,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1011/sigma50/stride1
B_ramp_1012_sigma0,1012,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1012/sigma0/stride1
B_ramp_1012_sigma50,1012,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1012/sigma50/stride1
B_ramp_1013_sigma0,1013,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1013/sigma0/stride1
B_ramp_1013_sigma50,1013,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1013/sigma50/stride1
B_ramp_1014_sigma0,1014,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1014/sigma0/stride1
B_ramp_1014_sigma50,1014,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1014/sigma50/stride1
B_ramp_1015_sigma0,1015,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1015/sigma0/stride1
B_ramp_1015_sigma50,1015,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1015/sigma50/stride1
B_ramp_1016_sigma0,1016,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1016/sigma0/stride1
B_ramp_1016_sigma50,1016,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1016/sigma50/stride1
B_ramp_1017_sigma0,1017,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1017/sigma0/stride1
B_ramp_1017_sigma50,1017,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1017/sigma50/stride1
B_ramp_1018_sigma0,1018,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1018/sigma0/stride1
B_ramp_1018_sigma50,1018,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1018/sigma50/stride1
B_ramp_1019_sigma0,1019,B,ramp,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1019/sigma0/stride1
B_ramp_1019_sigma50,1019,B,ramp,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/ramp/1019/sigma50/stride1
B_return_1000_sigma0,1000,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1000/sigma0/stride1
B_return_1000_sigma50,1000,B,return,0.05,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1000/sigma50/stride1
B_return_1001_sigma0,1001,B,return,0.0,1,0,bottleneck_linf,train,/home/hugo_souto/Stuff/Research/Topological_Kinematics/research_review/results/cache/B/return/1001/sigma0/stride1
